title,comment,recommend
خوش دست,جنس پشت کاور زبره و مثل سمباده دون دونه که باعث می شه گوشی از دستتون لیز نخوره برای افرادی که خیلی دستشون عرق می کنه مثل من خوبه. مثل اکثر کاور های خشک غیر سیلیکونی روی دکمه های صدا رو نمی پوشونه. بالا و پایین گوشیو تا حدی می پوشونه که خوبیش اینه که برای دسترسی به شارژر و جک هدفون مشکلی ندارین و صدای اسپیکر و کیفیت میکروفون رو کم نمی کنه ولی بدیش اینه که اگه گوشی توی زوایای خاصی زمین بخوره ممکنه آسیب ببینه. قیمتش یکم بالاس ولی در کل من راضی هستم و پیشنهاد می کنم بخرید.,recommended
اصلا شبیه چیزی که تو سایت دیدم نبود,بیشتر شبیه یه تیکه اسباب بازی پلاستیکیه تا انگشتر... سایزشم استاندارد نیست چون من سایز انگشتم 9 هستش ولی این نوشته شده سایزش 7 عه در حالی که خیلی خیلی راحت میره تو انگشت من... به هیچ وجه پیشنهاد نمیکنم,not_recommended
جنس بد,ظاهرش خوبه اما اصلا با کیفیت نیست اما بسته بندی محکمی داشت.فکر میکردم جنسش خیلی بهتر باشه اما ضعیف بود,not_recommended
باکس کوچک,الان به دستم رسید بسیار کوچکه ، قابل استفاده نیست اگر خواستید سفارش بدید حواستون به ابعادش باشه ، من دادم دخترم باهاش بازی کنه چون قابل استفاده نبودابعادش بزرگ نیست,not_recommended
واقعیت خلاف ظاهر عکس ها,"سلام وقت بخیر
من از اونجا که خیلی دنبال یه انبردست چندکاره تو رده قیمت متوسط بودم با کارایی و دوام متوسط کلی گشتم وبه نظرم اومد از عکس ها و بررسی های فیلم ها این مدل خوب باشه اما متاسفانه مدلی که ارسال میشه کاملا با عکس های خود محصول متفاوت هست که میشه از روی نوع پیچ های اتصال و تعداد سری های مختلفش متوجه این موضوع شد
یعنی این کالا فیک هست اما حتی زحمت وارد کردن محصول فیک با کیفیت رو ندادن به خودشون و محصول فیک بسیار بی کیفیت رو دادن(آلیاژ فلز بدنه و تیغه ها و انبردست افتضاح هست)
فقط میشه گفت در حد کار راه اندازی خوب هستش
و این رو هم بگم سر چاقو بزرگ و کوچکش هر دو کند هستش و نوک خود چاقو اصلا تیز نیست
با باز و بسته کردن انبر دست هم صدای قرچ قرچ فنرش رو میشنوین که نشان از بی کیفیت بودن فنر هستش
در کل امیدوارم دیجی کالا نظارت بیشتری بکنه روی محصولاتی که میفروشه چه خودش و چه از طریق فروشنده های دیگه
در ضمن این هم جالبه که قیمتی که داخل سایت دیجی کالا زده شده بیشتر از سایت های فروشنده های داخل دیجی کالا هست که دارن همین محصول رو میفروشن
قبلا ضمانت بهترین قیمت رو داشت دیجی کالا اما جدیدا این قانونش رو مثل اینکه برداشته",not_recommended
گوشت کوب برقی,کیفیت کالا بسیار بد بود و بعد از ۳ یا ۴ بار استفاده دیگه کار نمی کند,not_recommended
ضد خش نبودن,در مجموع چومدان  محکم وخوبیه اما با یه تماس نه خیلی محکم خش برمیداره کاش اینو در مشخصات ذکر میکردند,recommended
بسیار عالی و با کیفیت,"با سلام خدمت شما دوستان،

این کالا رو من به رنگ های سیاه و نقره ای خریدم. رنگ نقره ای 2 پیچ کم داشت اما رنگ سیاه پیچ ها کامل بود.

در این رنج قیمت عمرا همچین کیفیتی پیدا بشه دوستان ✌

حتما پیشنهاد میکنم 😇",recommended
راضی,راضی ام,recommended
عـــــالیه,باید ازش استفاده کنید تا ببینید چقدر عالیه.,recommended
واقعا جنیس بی کیفیتی است,"واقعا جنس بی کیفیت . 
تیغه درست روی شیشه جهت پاک کردن قرار نمی گیرد.
واقعا از خرید خودم پشیمانم",not_recommended
من به تازگی یه مدل از این فشارسنج و گرفتم عالی بود حتماپیشنهاد میکنم,برحسب قیمتش خیلی پرکاربردو تو هرخونه ای به نظرم یه دونه لازمه,recommended
اصلا نخرید,تحت هیچ شرایطی و قیمتی نخرید,not_recommended
بی تاثیر برای Optima 2015,"این اکتان روی اپتیما 2015 هیچ تاثیری نداشت. میتونم بگم بدتر هم شد.
البته ماشین با ماشین فرق میکنه و من بخاطر نظرات مثبت زیاد این محصول رو خریدم و پشیمونم. حالا هم که قیمتش 2برابر شده
اکتان مدل پروکر procare از دیجیکالا خریدم کاملا تاثیرش مشهود بود",not_recommended
بسیار ناکارامد,"اصلا کار نمی کند و وقتی به موبایلت متصل شد
خطایی نمایش داده شد که احتمال خرابی موبایل هم می دهد",not_recommended
راضی نیستم,حدود یک سال است از این محصول استفاده میکنم در کل راضی نیستم چون از روز اول بعضی وقتها صفحه لمسی از کار میفته و مجبورم با کلید اصلی صفحه را خاموش و دوباره روشن کنم تا صفحه لمسی کار کنه. وقتی دارم با اینترنت کار میکنم یهو ارتباط قطع میشه و گوشی رو باید ریستارت کنم تا به کار بیفته. اما دوربین گوشی خوب و با کیفیته و نسبت به گوشی های دیگه مقاومتره ایرادهایی که گفتم از روز اول بود. حافظه داخلی که نوشتن 16 گیگابایت الکیه چون حافظه داخلی فقط 10 گیگابایته,not_recommended
عالیه,من سفید این کار رو سفارش دادم خیلی خوشگله واقعا عاشقش شدم.38 پارچه ی کاربردی داره اینکه فنجون نلبکی داره خیلی خوبه.طراحیش منحصر به فرد من تا حالا این مدل رو ندیده بودم چون من ساده میپسندم خیلی زیاد به دلم نشست چون هم تک رنگه و شلوغ نیست هم خاص بودن رو تو طراحی ظروف نشون داده در کل من راضیم,recommended
حدود نصف بطری خالیست,بیش از یک سومش خالیه. تاریخشم پاک کردن که ظاهرا ماله سه ساله پیشه. اما غِلظتش بد نیست و توی لگن دوسه قطره بریزی بسه.,not_recommended
نا کارآمد,برای جمع آوری رشکهای ریزاصلا بدرد نمیخوره مگه بگذاری درشت بشن بعد اقدام به شپش گیری کنید,not_recommended
smart watch Q18,از نظرم بهترین انتخابه نه فقط به خاطر قیمت بلکه به خاطر کیفیت و آپشن های فوق العادش,recommended
قیمت بالا,با این قیمتی که این محصول دارد انتظار میرفت که کیفیت خیلی بهتری میداشت ولی اون کیفیتی که میخواستم نبود,not_recommended
چکش با کیفیت,خیلی خوب و خوش دسته ارزش خرید داره,recommended
بهتریه,به نظرم تو این قیمت بهترینه و رو دستش نیست,recommended
خری این محصول رو پیشنهاد میکنم,خرید این محصول رو پیشنهاد میکنم,recommended
دریل شارژی ماکیتا,"دریل بسیار باکیفیت و فراتر از انتظار هست‌.
اندازه کوچیک و خوش دست و طراحی زیبا همراه با وزن سبک تنها گوشه ای از محسنات این دریله.
۳حالت مختلف برای کار سوراخکاری ،بستن پیچ، و چکشی داره که عالیه.
گشتاور خوبی داره و از پس هر پیچی برمیاد.
چراغ ال ای دی زیر دستگاه تعبیه شده که کاربردیه واقعا.
روی باتری هم میران شارژ موجود رو نشون میده.
خلاصه اگه قصد خرید شارژی دارین بدونین ازین نمیشه براحتی گذشت. کاملا حرفه ایه و تو هیچ کاری کم نمیزاره واستون‌.
یاعلی...",recommended
چرا توصیه نمیکنم؟,من این کالا رو چند ماه قبل تهیه کردم و مهمترین دلیل انتخابم طول مناسبش بود. اولش خیلی راضی بودم ولی بعد از چند هفته کانکتورش شروع کرد به شل شدن. باز بخاطر طول مناسبش باهاش کنار اومدم ولی الان دیگه به قدری کانکشن نامناسبه که قصد خرید یک کابل دیگه رو دارم. ولی انصافا کیفیت همه چیش خوبه جز همین مورد و بنظرم واقعا حیفه که سازنده با این اشتباه همه زحماتش رو به باد داده.,not_recommended
دستگاه الکتروتراپی برجیس,برای کار درمانی نظیر تقویت عضلات و از بین بردن دردهای عصبی و عضلانی دارای بازدهی بسیار بالا میباشد.,recommended
دستبند مغناطیسی,"تازه رسیده دستم هنوز خواصش معلوم نیست
فقط یکم بزرگه میخوام بدم یکی از مادون قرمزاشو بردارن اندازم شه",recommended
بررسی همه جانبه,"این دستگاه رو از دیجی کالا خریداری کردم دستگاه از همه لحاظ خوب و عالیه  وقتی هوا خیلی آلوده میشه طول میکشه تا دستگاه هوارو تصفیه کنه که طبیعیه ضد بو ضد باکتری کنترل از راه دور تنها چیزی که کار نکرد عدم مچ شدن دستگاه کنترل اون با موبایله وقتی به وای فای وصل میشه علامت وای فای در صفحه ظاهر نمیشه و همینطور بارکدهایی که برای مچ شدن دستگاه لازمن رو نشون نمیده همینطور خود نرم افزار رو هم نمیتونید از گوگل پلی نصب کنید ایران تحریمه حتی با دور زدن تحریما هم نتونستم این برنامه رو تهیه کنم و حتی اگه تهیه میکردم بارکدی روی نمایشگر دستگاه نشون داده نمیشه که با دستگاه مچ بشه.
در هر صورت تنها ایراد همینه شایدم دیجی دستگاه خراب برای من فرستاده
اما من آسم دارم و دارم ازش استفاده میکنم در کل عالیه",recommended
کاملا رضایت بخش,"امروز برای اولین بار استفاده کردم روی ماشین جک j5 واقعا نظراتی که داده شده بود به چشم دیدم، هم مصرف سوخت پایین اومد هم صدای موتور و با توجه به اینکه از بنزین سوپر خبری نیست برای حفظ سلامت موتور پیشنهاد میدم.
در رابطه با نظراتی که در مورد ریختن روی بدنه ماشین هم گفته شده بود بینهایت ممنون چون با این آگاهی حواسم بود و خودم امتحان کردم بطری بزرگ آب معدنی تهش رو بریدم و سر باک گذاشتم و بعد مکمل رو داخل باک ریختم البته یه دستمال هم زیرش گذاشتم در نتیجه چیزی بیرون نریخت شاید بتونه کمک به بقیه هم بکنه.",recommended
هدفون کیو سی وای,خیلی هدفون خوبیه بیس صداش عالیه من قبلا level uسامسونگ داشتم میتونم بگم خیلی از سامسونگ بهتره قیمتشم خیلی کمتره ممنون از دیجی کالا که نظرات مثبت و منفی مصرف کننده ها رو میذاره,recommended
مناسب خرید,"بسیار دستگاه کارا و مناسبی هست تنها ایراد صدای نسبتا بلند کمپرسور ولی کیفیت عالی 
الان یک ساله دارم استفاده میکنم",recommended
گیم پلی,این بازی داستان نرمالی داره ولی از دیجی کالا خواهش مندم توی نظافت و تمیزی سی دی ها دقت کنه پر لک بود و تا موقعی که لک ها رو پاک نکنی بازی نصب نمی شد,recommended
خیلی ازنظر مقاومت ضعیف سیمها بسیارنازک وهر آن ممکنه قطع بشن.,سیمهای بسیارنازک که همش به فکر این هستی که قطع نشن باتریش هم تعریفی  نداره من گول نظرات کاربرها روخوردم اصلا ارزش خرید نداره.,not_recommended
به شدت بی کیفیت,"هرچقد بگم بی کیفیت ک افتضاح کمه ... بدنه مقوایی ...پلاستیک بی کیفیت ... پولتونو میریزید تو جوب ... من کالارو مرجوع کردم 
اصن مارک سوییس گیر نبود یه چیز عیجب غریبی به اسم سوییس گیر دادن بهم",not_recommended
اصلا چیزی نیست که توتصویرمیبینید.,من این محصول و اصلا پیشنهاد نمیکنم.بخاطرتصویربی کیفیت.,not_recommended
مازیار از چالوس,چادر اصلا ضد آب نبود آب به راحتی درش قابل نفوذه,not_recommended
ضد ضربه نیست و برچسبش کنده میشود,نازک بودن و ضعف در مقابل ضربه-نصب سخت و چسب ضعیف,not_recommended
از روزی که به دستم رسید اصلن کار نکرد سوخته بود,سوخته بود اصلأ,not_recommended
فقط در فروش ویژه,نسبت به قیمت اصلی کالا ارزش خرید ندارد .,not_recommended
کارایی زیاد,من واسه خالم دوتاسفارش دادم واقعا مثل عکسه وسایزش بزرگه شفاف وکارایی زیادی داره بنظرم خوشم اومد نسبت به قیمت خوبه توشگفت انگیز واسه خودم هم دوتاسفارش دادم,recommended
فروشنده  ای که هیچ اشنایی با تجارت الکترونیک نداره,"فروشنده ی این کالا یعنی شهر جواهر بجای سایز 7 سایز 8 برای بنده فرستاد-بنده این کالا رو کادو خریده بودم و دیگه به اصرار همسرم بیخیال عودت کالا شدم-
درباره ی انگشتر باید بگم زیبا هستش-بنظرم بهترین و زیباترین انگشتر نقره با روکش رودیوم و سنگ کریستال سوارسکی هستشت",not_recommended
اصلا توصیه نمی کنم,در توضیحات جنس پارچه قید شده ولی چیزی که دریافت کردم از جنس پلاستیک بود,not_recommended
خیلی تصاویر خوبی نشون میده ولی یه کم داغ میکنه همین,خیلی تصاویر خوبی نشون میده ولی یه کم داغ میکنه زبانش فارسی هست و دیجیتال داخلی داره که با یه انتن کار میکنه,recommended
نوکش پلاستیکیه و به تخته فرو نمیره,دوستان توجه داشته باشین نوکش پلاستیکیه و من هر چی امتحان کردم اصلا به تخته دارت فرو نمیره فکر کنم برای یونولیت ساخته شده,not_recommended
بدرد نخور,فارسی هم ساپورت نمیکنه تو اندروید و جنس کلیداش افتضاحه,not_recommended
فانتزی میخواید بخرید کیفیت میخواید نخرید,عالیییییییی,recommended
کیفیت خوب ،نسبت به قیمت .,درمجموع از خریدم راضی ام,recommended
عطر brown Warrior,عطر خوبی هست ماندگاری زیاد با طراحی لوکس و از همه مهمتر قیمت اقتصادی,recommended
نقاط قوت و ضعف,"اینجانب هندزفری را خرداد ماه تهیه کردم که با توجه به قیمت پرداختی , صدا و کیفیت قابل قبولی را شاهد بودم .اگر مثل اینجانب از هندزفری استفاده فراوان میکنید پیشنهاد میکنم هندزفری محکم و با دوامی انتخاب کنید.",not_recommended
خیلی افتضاح,"اصلاذپیشنهاد نمیکنم 
کدر بودن
بد شکل بودن
لب پر هم بودن....",not_recommended
شراصی نیستم.,خیلی سنگین و خوش دست نیست. دوربینش خیلی بد. سامسونگ مدل پایین خیلی بهتره با همین قیمت انتخاب های بهتری هست. از من خیلی زود جای شارژش هم خراب شد.,not_recommended
کیفیت مناسب,"این مدل کفش برای پای کشیده مناسب می‌باشد

کفی کفش و همچنین وزن کفش کیفیت مناسبی دارد

در کل به نسبت قیمت ارزش داره",recommended
نرم و با کیفیت,من یه بار از یه مغازه خریدم ولی متاسفانه کیفیتش افتضاح بود و خیلی زود از بین رفت ضمن اینکه موقع اصلاح خیلی اذیت میکرد،این مدل فوق‌العاده نرم و با کیفیته,recommended
خرید با ارزش,"سلام من اردیبهشت امسال این هدفونو پس از تحقیقات و تست های زیادی خریدم
ک نهایتا ب این هدفون رسیدم از هر نظر ک بگم عالیه بیس فوق العاده صدای عالی
تو آهنگ ی چیزایی میشنوی ک تا حالا نشنیده بودی
فیلتر صدای بیرونشم خیلی خوب عمل میکنه
واقعا یه بار تستش کنید دل ازش نمیکنید
باطریشم ک فوق العادس تا ۶ روز استفاده رو جواب میده اونم استفاده تقریبا زیاد
قیمت دیجی کالا هم از همه جا بهتر بود 
ممنون",recommended
فقط آکوکرافت بهترینه,واقعآ انقدر طول قیچی کوتاه کردنش خیلی کوچیکه بدرد نخوره فقط برند آکوکرافت فوق العاده است,not_recommended
بوی بد،، پاک کننده عالی ملحفه,بسته بندی افتضاح، با بوی بد این محصول ، پودر پاره شده بود و به همه وسایل ریخته بود،,not_recommended
هدفون وان مور,اصلا راضی نیستم,not_recommended
هدفون,من امروز رسیده بدست زیباست و توگوش راحته وبردش شایدده مترنباشه ولی خوبه فقط صداش درحدعالی نمیشه گفت ولی خوبه من درکل ک فعلا ازش راضیم امیدوارم تااخرشم همینطور باشه,recommended
میکرو اس دی ۱۲۸,الان سه هفتس که از دیجیکالا خریدمش و تا اینجا کاملا راضیم سرعت خوندن و نوشتنشم کاملا کافی و مناسبه . ولی متاسفانه قیمت یهو رفت بالا و متاسفم که یهو همه چی میکشه بالا . ولی در کل میکرو اس دی خوبیه و هیچ ایراد خاصی نمیبینم توش و راضیم از خریدم,recommended
خوشبو و بی خاصیت,خیلی بوش خوبه ینی از اون بوهاست که همه دوست دارن ولی فرقی با یه اسپری نداره حتی دو دقیقه هم موندگاری نداره پخش بو که اصلا به نظر من اسپری این عطر رو بگیرین بهتره,not_recommended
عینک آفتابی,به نظرم عینک خوبیه، خریدش ارزش داشت.,recommended
تست و بررسی,برند دایو یه برند چینی هست اما انصافا نصب به بقیه چینی ها کاملا باکیفیت تر و بهتره. قبلا کابل HDMI از همین برند از دیجی کالا خریدم و کاملا راضی بودم. این کابل هم چند روزه که بدستم رسیده. کابل از نظر ظاهری کاملا معمولیه. کیفیت هم به نظر بدک نیست هرچند فک میکردم یکم قطور تر باشه. نکته بسیار مهم اینه که در اتصال به گوشی و همچنین لپ تاپ کوچکترین نویز یا قطع و وصلی نداشتم و جک 3.5 میلیمتری کاملا سر جاش فیکس میشه. یکی از دوستان در نظرات گفته بود که طول 1.5متر هست درحالی که این طور نیست و روی جعبه ی محصول قید شده 1.8متر و من با متر هم اندازه زدم دقیقا 1.8 بود. در کل راضیم و ایشالا که مدت طولانی کار کنه و زود خراب نشه.,recommended
تقویت کننده,رشد مو را سریع و خوشرنگ میکند,recommended
عالی بخرین پشیمون نمیشین,گیرندگی بالا و گرفتن کل کانالا صاف بدون پرش تو پیشنهادات ۳ تا خریدم عالیه,recommended
اصلا به هیچ کار آدم نمیاد,"پخش بوش فقط بیست دقیقه اوله
من از دیجی کالا خریدم و اصلی هست اما بوش پخش نداره
اگه فقط میخواین ادکلن اصل بخرین که بگین ادکلن من اصله این رو بخرین وگرنه پول تون حیف میشه",not_recommended
بسیار کوچک و بی کیفیت,خیلی کوچیکه انگار اسباب بازیه فقط به درد چاقو های کوچیک میخوره,not_recommended
کاری که باید انجام بده را انجام میده,"من کابل ها زیادی گرفتم ارزون قیمت از دیجی کالا و هم بازار
همشون یه ایرادی با فست شارژ برای من داشتن
این فعلا بعد کابل شارژر اصلی و کابل شارژر راوپاور من (که قیمتش خیلی بود) مشکل شارژ دهی نداشتم باهاش.
برای من نقطه قوت اصلی این هست که یه شارژر فندکی فست شارژ داخل ماشینم دارم تا الان بدون هیچ ایرادی کار میکرد. کاری که دیگر کابل ها انجام نمیدادن.
گوشی من سامسونگ گلگسی اس 8 هست.",recommended
جاکلیدی گیربکس,خیلی عالیه من چند ماه بود دنبال این جاکلیدی گیربکس بودم برام جالب بود ممنون از دیجیکالا,recommended
اصلاح. راحت و بی دردسر با کیفیت عالی,اولین باری که استفاده کردم تفاوتش رو با تمام ژل و فوم های اصلاح حس کردم. قبلا از نیوا استفاده میکردم برای پوست های حساس میتونم بگم این یه سر و گردن از نیوا بالاتره. کمپانیش هم کمپانی معروف و قدری در زمینه تولید مواد آرایشی هست.,recommended
عالی,"بعد از یک هفته استفاده از هدفون
اول اینکه کیفیت صداش عالیه و باس واقعا عمیقی داره
نویز کنسلیشنم داره که اشاره نشده
باتریش ۱۵ساعت یا بیشتر دوام داره .اگه صداش ۴۰ درصد باشه

نقاط ضعف
اول اینکه کیفیت پلاستیک استفاده شده توبدنش درحد متوسطه .یعنی همش فکر میکنی که الانه که بشکنه ولی دوام خوبی داره
دوم پد گوشی هاش یکم اذیت میکنه یعنی هم کوچیه هم بعد از ۱ ساعت گوشتون اذیت میشه

من از خریدش راضیم به شما هم توصیه می کنم",recommended
خیلی بد,"انتظار خیلی بیشتری از این برند داشتم
همین الان به دستم رسید و ازش استفاده کردم
واقعا بد بود و واقعاهیچ کاری انجام نداد جز اینکه پوستمو اذیت و قرمز کرد",not_recommended
دستگاه خوبیه,من این دستگاه رو گرفتم . خیلی عالی و خوبه . یه مشکل برخوردم که پشتیبانی سریع پیگیری کردن و رفع شد . به عنوان استفاده کننده از این دستگاه پیشنهاد میکنم بگیرید . منم رو حساب کامنت بقیه خریداران این دستگاه رو گرفتم که واقعا ممنون از بقیه دوستان و از این دستگاه راضی هستم .,recommended
پیشنهاد نمیکنم,به هیچ عنوان پیشنهاد نمیشه در واقع پولم رو برای خرید جنس مثلاً اورجینال دور ریختم. در واقع دو شب امتحان کردم از 11 شب تا 7 صبح فقط 3% شارژ کرد!!!!!,recommended
به درد نخور,"دوستان این گلس نیست، حواستون باشه، مثل صفحه نمایش گوشیایه قدیمیه
۱. الکتریسیته شدیدی داشت، وقتی لایه ی چسبش رو کندم هرچی اشغال تو هوا بود رو جمع کرد.
۲. کناره هاش اصلا نمیچسبه و مرتب در میاد.
۳. تنها خوبی که ااره اینه که تاچش خوبه.
در کل به درد نمیخوره",not_recommended
خیلی بد,طول و عرض پرده با اندازه های گفته شده برابری ندارد. هیچکدام از دو لنگه پرده اندازه هم نیست. حتی عرض بالا با عرض پایین یکی نیست همین مساله برای طول نیز صدق میکنه. اصلا خیلی شبیه مستطیل نیست. دوخت بدی هم داره.,not_recommended
پرینتر,"اگه فقط برا چاپ سیاه سفید میخواید اصلا  این پرینتر و نخرید
من برای دفتر خریدم چون از  چاپ رنگی استفاده نمیکردم رنگش زود تموم میشد و رنگشم باید بگم سخت گیر میاد 
خیلی هم صدا میده",recommended
راضی نیستم,"با سلام حدود ۲ سال پیش این دستگاه رو خریدم قدرت بخارش خیلی کمه ( قدرت بخارش حدود ۳ باره ) حدود یکسال استفاده نکردم و باز ک روشنش کردم اون بخار ضعیفشم دیگه نمیده . سرویس و شستشو دادم فایده نداشت . پیشنهاد میکنم دستگاهی بخرید که قدرت بخارش بالا و برای اسپرسو استاندارد باشه ( فشار بخار ۹ بار به بالا )
خلاصه اسپرسوساز روی اجاقی بگیری از این بهتره",not_recommended
بنظرمن ک عالیه من تازه خریدم کیفیت و هم چیش عالیه نسبت ب قیمتش شیک و خوشگلم هس,عالی و بصرفع,recommended
بی کیفیت به معنای واقعی,"این محصول رو با کلی شوق و ذوق سفارش دادم ولی بعد از اینکه به دستم رسید خیلی خیلی تو ذوقم خورد.
چون کیفیت قطعات و ساختش خیلی پایینه، استیلی که به کار رفته انگار قبلا از اجاق استفاده شده، خیلی ضعیفه و از ورقهای نازک و پرچهای بی کیفیت استفاده شده.
۳۹۰ تومن پول رو دور میریختم انقدر ناراحت نمیشدم.
این اولین نظر من بعد از خرید یکی دو ساله از دیجی کالا هست.
به هیچ عنوان ارزش خرید به این قیمت رو نداره.",not_recommended
اسپرسوی خوب,به عنوان کسی که 90% مواقع از کپسول قهوه برای مصرف شخصیش استفاده میکنه باید بگم، این کپسول هم کیفیتش خیلی خوبه و هم قیمتش نسبت به بقیه برندهای موجود تو بازار مناسبتره...,recommended
کفش مخصوص دویدن زنانه ساکریکس مدل 9076,"با سلام،
امروز این کفش به دستم رسید. ظاهرش از عکس بسیار بهتره. راهنمای سایز نداره ولی سایزش استاندارده و اینکه خیلی شکیل و سبک و راحته.",recommended
بعد از یه ماه استفاده,من اینو خریدم بار اول پیر نشد مرجوع کردم دوباره خریدمش واقعا بی نظیره کار کردن باهاش لذت بخشه,recommended
پارچه و دوخت ضعیف,بعد دوماه با وجود استفاده از روبالشی تمام درز های دوخت باز شده، کیفیت دوخت و پارچه ضعیف بود متاسفانه,not_recommended
موس بدی است,"صدای کلیک بلندی داره که تو شب ازیت کننده میشه (شاید برای بعضی ها معمولی باشه)
موقع حرکت آروم میپره به جای اینکه لیز بخوره
انگشت شست رو ازیت می کنه",not_recommended
چمدان کانوود مشکی,"حتما پیشنهاد میکنم.کیفیت جنسش عالی و طراحی کامل زیبا و شیک داره من مشکیشو گرفتم خیلی چمدون خوبیه.
 داخلش بجز جای لباس دوتا جیب دیگه هم داره که برای مدارک و لباس های کوچک مناسبه. چرخ های روان هم دارد و وزن سبک تر نسبت به بقیه چمدان ها",recommended
nia q8,"واسه پسر 8 ساله خریدم
در حد اسباب بازیه
واسه موزیک اصلا خوب نیست",not_recommended
شارژر,اصلا نخرید پشیمون میشید,not_recommended
متوسطه,"من این کالا را بار اول که سفارش دادم گوشیه راستش کار نمی‌داد و بعد از یک هفته که تعویضش کردم هدفون دوم روی هر دو گوشی علامت R را زده و سیمش هم خیلی جاهاش حالت شکستگی داره
ول خوب نسبت به قیمتش صدای خیلی خوبی داره و خیلی تو گوشم باحاش راحتم",not_recommended
محصول عالی,با سلام. دوستان این محصول بسیار عالی هست و پیشنهاد میکنم تو پیشنهاد شگفت انگیز بود حتما خریداری کنید. در خریدنش شک نکنید که بسیار عالیه,recommended
کاربردی,"با سلام 
من این کالا رو تو شگفت انگیز خریدم خیلی به درد بخوره تو این اوضاع گروهی لباس اگه بتونی چند تا لباسو  پشمی رو برای امسال زمستون تر تمیز  بدون پرز و تازه کنه ارزش خرید رو برای مصرف کننده داره.من پیشنهاد میکنم",recommended
128 GB,سرعت فوق العاده؛ در مدت ۳۰ ثانیه یک ونیم گیگ فایل کپی شد روش!!!,recommended
عالیی,برای من خوب بود,recommended
عالییییی,"ولی در کل عالی حرف نداره قیافش هم با مزه اس نسبت به قیافش صدای خیلی 
خوبی داره فقط usb نمیخوره ولی با وجود امکانات خوب دیگه اش میتونیم از مشکلش چشم پوشی کنیم 
ولی در کل،،،
عالی",recommended
کاربردی و خوب,"سبک و خوبه
خیلی کاربردیه مخصوصا حالا که کابینت ها معمولا بلند شدند. جای پای بزرگی داره واست من که از ارتفاع میترسم کمتر ترسناکه",recommended
زیبا و,هم قیمتش خوبه هم چیز خیلی شکیل و قشنگیه,recommended
چراغ قوه,"مناسب برای کمپینگ 
نور مهتابی خوب",recommended
توی این اوضاع دلار مناسب ترین پکیج خانگی همینه,با توجه به قیمت برای امور خانگی مناسب است,recommended
شارژر بیسم,سلام یکی از مهم ترین ویژگیش فست شارژشه به شرطی که کله و سیم فست داشته باشین حجمشم کم نیست اتوماتیک موقعی که گوشی رو بر میدارین خاموش میشه و موقعی که میزارین روشن میشه در کل تو شگفت انگیز خریدم و راضی هستم تنها  نکته ای که نمیشه گفت ضعف اما اگه بود بهتر بود اینه که ای کاش سطح بالایی از جنس ژله ای بود تا گوشی لیز نخوره الان اگه کج بزارین شارژرو گوشی لیز میخوره همین,recommended
اصلا خوب نیست,به هیچ عنوان پیشنهاد نمی‌کنم به دلیل عدم ماندگاری و پخش بو و قیمت بالای کالا در مقابل نقاوت قوت آن,not_recommended
افتضاح,اصلا تنظیم نمیشه بدون شارژر هم روشن نمیشه از روزی که گرفتم انداختم گوشه خونه دفترچه هم نداره,not_recommended
لپ تاپ پر قدرت,"درمورد ظاهرش باید بگم اولی که از جعبه بیرونش می یارین عاشقش می شین دو پورت usb 3 یک پورت usb 2 -hdmi- head. phone و رم خوان ، خروجی های تهویه هم زیرشن و هم پشتش ، زیر لپ تاپ دو نوار پاک کن مانند هستن که از لغزش لپ تاپ روی سطوح جلو گیری می کنن که خیلی عالیه،زمانی که بازش می کنین با یه ظاهر متفاوت مواجه میشین که به نظر من خوبه، کیبورد جزیره ای که کلیداش حروفشون شیشه ای هستن و وقتی نور پس زمینه رو روشن می کنی خیلی زیبا میشه در ضمن کیبوردش فقط حروف انگلیسی داره که اونم بایه برچسب فارسی حل میشه سطح تاچ پدش یه جنس خاصیه که وقتی دستتم عرق بکنه بازم روانی خودشو داره انگار داری رو کاغذ دست می کشی،از بلند گو هاش که نگم ،تنظیمات فوق العاده ، من دوستم لنوو داشت با بلندگو های هارمن کاردن بلند گو های این اونو قورت داد هم از نظر کیفیت و هم بلندی، صفحه نمایش با کیفیت با پنل ips  و زاویه دید خوب که بیشتر از فول اچ دی برا بازی جواب نمی ده ولی رو 4k بی نقصه کیفیتش،سخت افزار عالی که تا حالا کم نیاورده، بوت سیستم به لطف ssd خیلی سریعه ، باتریشم به نسبت ایسوس و لنوو خیلی بهتره در کل خیلی راضیم و اگه زمان  به عقب برگرده بازم تو خریدش شک نمی کنم چون واقعاً من کل لپ تاپ های بازار رو زیر و رو کردم تا به این رسیدم ، ایسوس که فقط اسمی در کرده و باتری هاش افتضاحن ایسر هم مادربرد های ضعیفی داره و ...
امیدوارم نظرم براتون مفید باشه.",recommended
ماوس پد,با این قیمت خوبه ولی فقط روی میز یا جای سفت میشه استفاده کرد چون خیلی نازکه,recommended
